"Congress","State","Party","Full.Name","born","died","Member.x","sess_1.x","sess_2.x","age","Member.y","Reason","Category_1","Category_2"
113,"DE","D","Christopher A. Coons",1963,NA,"Christopher Coons",2013,2014,44,NA,NA,NA,NA
113,"FL","D","Corrine Brown",1946,NA,"Corrine Brown",2013,2014,61,NA,NA,NA,NA
113,"FL","D","Kathy Castor",1966,NA,"Kathy Castor",2013,2014,41,NA,NA,NA,NA
113,"FL","D","Theodore E. (Ted) Deutch",1966,NA,"Ted Deutch",2013,2014,41,NA,NA,NA,NA
113,"FL","D","Lois Frankel",1948,NA,"Lois Frankel",2013,2014,59,NA,NA,NA,NA
113,"FL","D","Joe Garcia",1963,NA,"Joe Garcia",2013,2014,44,NA,NA,NA,NA
113,"FL","D","Alan Grayson",1958,NA,"Alan Grayson",2013,2014,49,NA,NA,NA,NA
113,"FL","D","Alcee Lamar Hastings",1936,NA,"Alcee Hastings",2013,2014,71,NA,NA,NA,NA
113,"FL","D","Patrick Murphy",1983,NA,"Patrick Murphy",2013,2014,24,NA,NA,NA,NA
113,"FL","D","Clarence William (Bill) Nelson",1942,NA,"Bill Nelson",2013,2014,65,NA,NA,NA,NA
113,"FL","D","Debbie Wasserman Schultz",1966,NA,"Debbie Wasserman Schultz",2013,2014,41,NA,NA,NA,NA
113,"FL","D","Frederica Wilson",1942,NA,"Frederica Wilson",2013,2014,65,NA,NA,NA,NA
113,"FL","R","Gus Bilirakis",1963,NA,"Gus Bilirakis",2013,2014,44,NA,NA,NA,NA
113,"FL","R","Vernon G. Buchanan",1951,NA,"Vernon Buchanan",2013,2014,56,NA,NA,NA,NA
113,"FL","R","Curt Clawson",1959,NA,"Curt Clawson",2013,2014,48,NA,NA,NA,NA
113,"FL","R","Ander Crenshaw",1944,NA,"Ander Crenshaw",2013,2014,63,NA,NA,NA,NA
113,"FL","R","Ron Desantis",1978,NA,"Ron Desantis",2013,2014,29,NA,NA,NA,NA
113,"FL","R","Mario Diaz-balart",1961,NA,"Mario Diaz-balart",2013,2014,46,NA,NA,NA,NA
113,"FL","R","David W. Jolly",1972,NA,"David Jolly",2013,2014,35,NA,NA,NA,NA
113,"FL","R","John L. Mica",1943,NA,"John Mica",2013,2014,64,NA,NA,NA,NA
113,"FL","R","Jefferson B. (Jeff) Miller",1959,NA,"Jeff Miller",2013,2014,48,NA,NA,NA,NA
113,"FL","R","Richard Nugent",1951,NA,"Richard Nugent",2013,2014,56,NA,NA,NA,NA
113,"FL","R","Bill Posey",1947,NA,"Bill Posey",2013,2014,60,NA,NA,NA,NA
113,"FL","R","Trey Radel",1976,NA,"Trey Radel",2013,2014,31,"Trey Radel","Cocaine possession","B","NA"
113,"FL","R","Thomas J. Rooney",1970,NA,"Thomas Rooney",2013,2014,37,NA,NA,NA,NA
113,"FL","R","Ileana Ros-lehtinen",1952,NA,"Ileana Ros-lehtinen",2013,2014,55,NA,NA,NA,NA
113,"FL","R","Dennis Ross",1959,NA,"Dennis Ross",2013,2014,48,NA,NA,NA,NA
113,"FL","R","Marco Rubio",1971,NA,"Marco Rubio",2013,2014,36,NA,NA,NA,NA
113,"FL","R","Steve Southerland",1965,NA,"Steve Southerland",2013,2014,42,NA,NA,NA,NA
113,"FL","R","Daniel A. Webster",1949,NA,"Daniel Webster",2013,2014,58,NA,NA,NA,NA
113,"FL","R","Ted Yoho",1955,NA,"Ted Yoho",2013,2014,52,NA,NA,NA,NA
113,"FL","R","Charles William (Bill) Young",1930,2013,"Bill Young",2013,2014,77,NA,NA,NA,NA
113,"GA","D","John Barrow",1955,NA,"John Barrow",2013,2014,52,NA,NA,NA,NA
113,"GA","D","Sanford Dixon Bishop Jr.",1947,NA,"Sanford Bishop",2013,2014,60,NA,NA,NA,NA
113,"GA","D","Hank Johnson",1954,NA,"Hank Johnson",2013,2014,53,NA,NA,NA,NA
113,"GA","D","John R. Lewis",1940,NA,"John Lewis",2013,2014,67,NA,NA,NA,NA
113,"GA","D","David Scott",1945,NA,"David Scott",2013,2014,62,NA,NA,NA,NA
113,"GA","R","Paul C. Broun Jr.",1946,NA,"Paul Broun",2013,2014,61,NA,NA,NA,NA
113,"GA","R","Saxby Chambliss",1943,NA,"Saxby Chambliss",2013,2014,64,NA,NA,NA,NA
113,"GA","R","Doug Collins",1966,NA,"Doug Collins",2013,2014,41,NA,NA,NA,NA
113,"GA","R","Phil Gingrey",1942,NA,"Phil Gingrey",2013,2014,65,NA,NA,NA,NA
113,"GA","R","Tom Graves",1970,NA,"Tom Graves",2013,2014,37,NA,NA,NA,NA
113,"GA","R","Johnny Isakson",1944,NA,"Johnny Isakson",2013,2014,63,NA,NA,NA,NA
113,"GA","R","Jack Kingston",1955,NA,"Jack Kingston",2013,2014,52,NA,NA,NA,NA
113,"GA","R","Tom Price",1954,NA,"Tom Price",2013,2014,53,NA,NA,NA,NA
113,"GA","R","Austin Scott",1969,NA,"Austin Scott",2013,2014,38,NA,NA,NA,NA
113,"GA","R","Lynn A. Westmoreland",1950,NA,"Lynn Westmoreland",2013,2014,57,NA,NA,NA,NA
113,"GA","R","Rob Woodall",1970,NA,"Rob Woodall",2013,2014,37,NA,NA,NA,NA
113,"HI","D","Tulsi Gabbard",1981,NA,"Tulsi Gabbard",2013,2014,26,NA,NA,NA,NA
113,"HI","D","Colleen Hanabusa",1951,NA,"Colleen Hanabusa",2013,2014,56,NA,NA,NA,NA
113,"HI","D","Mazie Hirono",1947,NA,"Mazie Hirono",2013,2014,60,NA,NA,NA,NA
113,"HI","D","Brian Emanuel Schatz",1972,NA,"Brian Schatz",2013,2014,35,NA,NA,NA,NA
113,"IA","D","Bruce Braley",1957,NA,"Bruce Braley",2013,2014,50,NA,NA,NA,NA
113,"IA","D","Thomas Richard (Tom) Harkin",1939,NA,"Tom Harkin",2013,2014,68,NA,NA,NA,NA
113,"IA","D","Dave Loebsack",1952,NA,"Dave Loebsack",2013,2014,55,NA,NA,NA,NA
113,"IA","R","Charles Ernest Grassley",1933,NA,"Charles Grassley",2013,2014,74,NA,NA,NA,NA
113,"IA","R","Steve King",1949,NA,"Steve King",2013,2014,58,NA,NA,NA,NA
113,"IA","R","Thomas Latham",1948,NA,"Thomas Latham",2013,2014,59,NA,NA,NA,NA
113,"ID","R","Michael Dean Crapo",1951,NA,"Michael Crapo",2013,2014,56,NA,NA,NA,NA
113,"ID","R","Raúl R. Labrador",1967,NA,"Raúl Labrador",2013,2014,40,NA,NA,NA,NA
113,"ID","R","James Risch",1943,NA,"James Risch",2013,2014,64,NA,NA,NA,NA
113,"ID","R","Michael K. Simpson",1950,NA,"Michael Simpson",2013,2014,57,NA,NA,NA,NA
113,"IL","D","Cheri Bustos",1961,NA,"Cheri Bustos",2013,2014,46,NA,NA,NA,NA
113,"IL","D","Danny K. Davis",1941,NA,"Danny Davis",2013,2014,66,NA,NA,NA,NA
113,"IL","D","Tammy Duckworth",1968,NA,"Tammy Duckworth",2013,2014,39,NA,NA,NA,NA
113,"IL","D","Richard Joseph Durbin",1944,NA,"Richard Durbin",2013,2014,63,NA,NA,NA,NA
113,"IL","D","Bill Enyart",1949,NA,"Bill Enyart",2013,2014,58,NA,NA,NA,NA
113,"IL","D","Bill Foster",1955,NA,"Bill Foster",2013,2014,52,NA,NA,NA,NA
113,"IL","D","Luis V. Gutiérrez",1953,NA,"Luis Gutiérrez",2013,2014,54,NA,NA,NA,NA
113,"IL","D","Robin L. Kelly",1956,NA,"Robin Kelly",2013,2014,51,NA,NA,NA,NA
113,"IL","D","Daniel Lipinski",1966,NA,"Daniel Lipinski",2013,2014,41,NA,NA,NA,NA
113,"IL","D","Mike Quigley",1958,NA,"Mike Quigley",2013,2014,49,NA,NA,NA,NA
113,"IL","D","Bobby L. Rush",1946,NA,"Bobby Rush",2013,2014,61,NA,NA,NA,NA
113,"IL","D","Janice D. Schakowsky",1944,NA,"Janice Schakowsky",2013,2014,63,NA,NA,NA,NA
113,"IL","D","Brad Schneider",1961,NA,"Brad Schneider",2013,2014,46,NA,NA,NA,NA
113,"IL","R","Rodney Davis",1970,NA,"Rodney Davis",2013,2014,37,NA,NA,NA,NA
113,"IL","R","Randy Hultgren",1966,NA,"Randy Hultgren",2013,2014,41,NA,NA,NA,NA
113,"IL","R","Adam Kinzinger",1978,NA,"Adam Kinzinger",2013,2014,29,NA,NA,NA,NA
113,"IL","R","Mark Steven Kirk",1959,NA,"Mark Kirk",2013,2014,48,NA,NA,NA,NA
113,"IL","R","Peter Roskam",1961,NA,"Peter Roskam",2013,2014,46,NA,NA,NA,NA
113,"IL","R","Aaron Schock",1981,NA,"Aaron Schock",2013,2014,26,NA,NA,NA,NA
113,"IL","R","John M. Shimkus",1958,NA,"John Shimkus",2013,2014,49,NA,NA,NA,NA
113,"IN","D","André Carson",1974,NA,"André Carson",2013,2014,33,NA,NA,NA,NA
113,"IN","D","Joe Donnelly",1955,NA,"Joe Donnelly",2013,2014,52,NA,NA,NA,NA
113,"IN","D","Peter Visclosky",1949,NA,"Peter Visclosky",2013,2014,58,NA,NA,NA,NA
113,"IN","R","Susan Brooks",1960,NA,"Susan Brooks",2013,2014,47,NA,NA,NA,NA
113,"IN","R","Larry Bucshon",1962,NA,"Larry Bucshon",2013,2014,45,NA,NA,NA,NA
113,"IN","R","Daniel Ray Coats",1943,NA,"Daniel Coats",2013,2014,64,NA,NA,NA,NA
113,"IN","R","Luke Messer",1969,NA,"Luke Messer",2013,2014,38,NA,NA,NA,NA
113,"IN","R","Todd Rokita",1970,NA,"Todd Rokita",2013,2014,37,NA,NA,NA,NA
113,"IN","R","Marlin Stutzman",1976,NA,"Marlin Stutzman",2013,2014,31,NA,NA,NA,NA
113,"IN","R","Jackie Walorski",1963,NA,"Jackie Walorski",2013,2014,44,NA,NA,NA,NA
113,"IN","R","Todd Young",1972,NA,"Todd Young",2013,2014,35,NA,NA,NA,NA
113,"KS","R","Tim Huelskamp",1968,NA,"Tim Huelskamp",2013,2014,39,NA,NA,NA,NA
113,"KS","R","Lynn Jenkins",1963,NA,"Lynn Jenkins",2013,2014,44,NA,NA,NA,NA
113,"KS","R","Jerry Moran",1954,NA,"Jerry Moran",2013,2014,53,NA,NA,NA,NA
113,"KS","R","Mike Pompeo",1963,NA,"Mike Pompeo",2013,2014,44,NA,NA,NA,NA
113,"KS","R","Charles Patrick (Pat) Roberts",1936,NA,"Pat Roberts",2013,2014,71,NA,NA,NA,NA
113,"KS","R","Kevin Yoder",1976,NA,"Kevin Yoder",2013,2014,31,NA,NA,NA,NA
113,"KY","D","John Yarmuth",1947,NA,"John Yarmuth",2013,2014,60,NA,NA,NA,NA
113,"KY","R","Garland H. (Andy) IV Barr",1973,NA,"Andy Barr",2013,2014,34,NA,NA,NA,NA
113,"KY","R","Brett Guthrie",1964,NA,"Brett Guthrie",2013,2014,43,NA,NA,NA,NA
113,"KY","R","Thomas Massie",1971,NA,"Thomas Massie",2013,2014,36,NA,NA,NA,NA
113,"KY","R","Addison Mitchell (Mitch) Mcconnell",1942,NA,"Mitch Mcconnell",2013,2014,65,NA,NA,NA,NA
113,"KY","R","Rand Paul",1963,NA,"Rand Paul",2013,2014,44,NA,NA,NA,NA
113,"KY","R","Harold Dallas (Hal) Rogers",1937,NA,"Hal Rogers",2013,2014,70,NA,NA,NA,NA
113,"KY","R","Wayne Edward (Ed) Whitfield",1943,NA,"Ed Whitfield",2013,2014,64,NA,NA,NA,NA
113,"LA","D","Mary L. Landrieu",1955,NA,"Mary Landrieu",2013,2014,52,NA,NA,NA,NA
113,"LA","D","Cedric Richmond",1973,NA,"Cedric Richmond",2013,2014,34,NA,NA,NA,NA
113,"LA","R","Rodney Alexander",1946,NA,"Rodney Alexander",2013,2014,61,"Rodney Alexander","Appointed Louisiana VA secretary","C","NA"
113,"LA","R","Charles W. Boustany",1956,NA,"Charles Boustany",2013,2014,51,NA,NA,NA,NA
113,"LA","R","Bill Cassidy",1957,NA,"Bill Cassidy",2013,2014,50,NA,NA,NA,NA
113,"LA","R","John Fleming",1951,NA,"John Fleming",2013,2014,56,NA,NA,NA,NA
113,"LA","R","Vance M. Mcallister",1974,NA,"Vance Mcallister",2013,2014,33,NA,NA,NA,NA
113,"LA","R","Steve Scalise",1965,NA,"Steve Scalise",2013,2014,42,NA,NA,NA,NA
113,"LA","R","David Vitter",1961,NA,"David Vitter",2013,2014,46,NA,NA,NA,NA
113,"MA","D","Michael Everett Capuano",1952,NA,"Michael Capuano",2013,2014,55,NA,NA,NA,NA
113,"MA","D","Katherine M. Clark",1963,NA,"Katherine Clark",2013,2014,44,NA,NA,NA,NA
113,"MA","D","William (Mo) Cowan",1969,NA,"Mo Cowan",2013,2014,38,NA,NA,NA,NA
113,"MA","D","William R. Keating",1952,NA,"William Keating",2013,2014,55,NA,NA,NA,NA
113,"MA","D","Joseph P. III Kennedy",1980,NA,"Joseph Kennedy",2013,2014,27,NA,NA,NA,NA
113,"MA","D","John Forbes Kerry",1943,NA,"John Kerry",2013,2014,64,"John Kerry","Appointed to Obama administration","C","NA"
113,"MA","D","Stephen F. Lynch",1955,NA,"Stephen Lynch",2013,2014,52,NA,NA,NA,NA
113,"MA","D","Edward John Markey",1946,NA,"Edward Markey",2013,2014,61,"Ed Markey","Elected U.S. senator","C","NA"
113,"MA","D","Edward John Markey",1946,NA,"Edward Markey",2013,2014,61,"Ed Markey","Elected U.S. senator","C","NA"
113,"MA","D","James P. Mcgovern",1959,NA,"James Mcgovern",2013,2014,48,NA,NA,NA,NA
113,"MA","D","Richard Edmund Neal",1949,NA,"Richard Neal",2013,2014,58,NA,NA,NA,NA
113,"MA","D","John F. Tierney",1951,NA,"John Tierney",2013,2014,56,NA,NA,NA,NA
113,"MA","D","Nicola S. (Niki) Tsongas",1946,NA,"Niki Tsongas",2013,2014,61,NA,NA,NA,NA
113,"MA","D","Elizabeth Warren",1949,NA,"Elizabeth Warren",2013,2014,58,NA,NA,NA,NA
113,"MD","D","Benjamin Louis Cardin",1943,NA,"Benjamin Cardin",2013,2014,64,NA,NA,NA,NA
113,"MD","D","Elijah Eugene Cummings",1951,NA,"Elijah Cummings",2013,2014,56,NA,NA,NA,NA
113,"MD","D","John Delaney",1963,NA,"John Delaney",2013,2014,44,NA,NA,NA,NA
113,"MD","D","Donna F. Edwards",1958,NA,"Donna Edwards",2013,2014,49,NA,NA,NA,NA
113,"MD","D","Steny Hamilton Hoyer",1939,NA,"Steny Hoyer",2013,2014,68,NA,NA,NA,NA
113,"MD","D","Barbara Ann Mikulski",1936,NA,"Barbara Mikulski",2013,2014,71,NA,NA,NA,NA
113,"MD","D","C. A. (Dutch) Ruppersberger",1946,NA,"Dutch Ruppersberger",2013,2014,61,NA,NA,NA,NA
113,"MD","D","John Sarbanes",1962,NA,"John Sarbanes",2013,2014,45,NA,NA,NA,NA
113,"MD","D","Christopher Van Hollen",1959,NA,"Christopher Van Hollen",2013,2014,48,NA,NA,NA,NA
113,"MD","R","Andy Harris",1957,NA,"Andy Harris",2013,2014,50,NA,NA,NA,NA
113,"ME","D","Michael H. Michaud",1955,NA,"Michael Michaud",2013,2014,52,NA,NA,NA,NA
113,"ME","D","Chellie Pingree",1955,NA,"Chellie Pingree",2013,2014,52,NA,NA,NA,NA
113,"ME","I","Angus Stanley King Jr.",1944,NA,"Angus King",2013,2014,63,NA,NA,NA,NA
113,"ME","R","Susan Margaret Collins",1952,NA,"Susan Collins",2013,2014,55,NA,NA,NA,NA
113,"MI","D","John Conyers Jr.",1929,NA,"John Conyers",2013,2014,78,NA,NA,NA,NA
113,"MI","D","John David Dingell Jr.",1926,NA,"John Dingell",2013,2014,81,NA,NA,NA,NA
113,"MI","D","Dan Kildee",1958,NA,"Dan Kildee",2013,2014,49,NA,NA,NA,NA
113,"MI","D","Sander Martin Levin",1931,NA,"Sander Levin",2013,2014,76,NA,NA,NA,NA
113,"MI","D","Carl Levin",1934,NA,"Carl Levin",2013,2014,73,NA,NA,NA,NA
113,"MI","D","Gary C. Peters",1958,NA,"Gary Peters",2013,2014,49,NA,NA,NA,NA
113,"MI","D","Deborah Ann Stabenow",1950,NA,"Deborah Stabenow",2013,2014,57,NA,NA,NA,NA
113,"MI","R","Justin Amash",1980,NA,"Justin Amash",2013,2014,27,NA,NA,NA,NA
113,"MI","R","Dan Benishek",1952,NA,"Dan Benishek",2013,2014,55,NA,NA,NA,NA
113,"MI","R","Kerry Bentivolio",1951,NA,"Kerry Bentivolio",2013,2014,56,NA,NA,NA,NA
113,"MI","R","David Lee Camp",1953,NA,"David Camp",2013,2014,54,NA,NA,NA,NA
113,"MI","R","Bill Huizenga",1969,NA,"Bill Huizenga",2013,2014,38,NA,NA,NA,NA
113,"MI","R","Candice S. Miller",1954,NA,"Candice Miller",2013,2014,53,NA,NA,NA,NA
113,"MI","R","Mike Rogers",1963,NA,"Mike Rogers",2013,2014,44,NA,NA,NA,NA
113,"MI","R","Frederick Stephen Upton",1953,NA,"Frederick Upton",2013,2014,54,NA,NA,NA,NA
113,"MI","R","Tim Walberg",1951,NA,"Tim Walberg",2013,2014,56,NA,NA,NA,NA
113,"MN","D","Keith Ellison",1963,NA,"Keith Ellison",2013,2014,44,NA,NA,NA,NA
113,"MN","D","Al Franken",1951,NA,"Al Franken",2013,2014,56,NA,NA,NA,NA
113,"MN","D","Amy Klobuchar",1960,NA,"Amy Klobuchar",2013,2014,47,NA,NA,NA,NA
113,"MN","D","Betty Mccollum",1954,NA,"Betty Mccollum",2013,2014,53,NA,NA,NA,NA
113,"MN","D","Richard Michael Nolan",1943,NA,"Richard Nolan",2013,2014,64,NA,NA,NA,NA
113,"MN","D","Collin Clark Peterson",1944,NA,"Collin Peterson",2013,2014,63,NA,NA,NA,NA
113,"MN","D","Tim Walz",1964,NA,"Tim Walz",2013,2014,43,NA,NA,NA,NA
113,"MN","R","Michele Bachmann",1956,NA,"Michele Bachmann",2013,2014,51,NA,NA,NA,NA
113,"MN","R","John Kline",1947,NA,"John Kline",2013,2014,60,NA,NA,NA,NA
113,"MN","R","Erik Paulsen",1965,NA,"Erik Paulsen",2013,2014,42,NA,NA,NA,NA
113,"MO","D","William Lacy Clay Jr.",1956,NA,"William Clay",2013,2014,51,NA,NA,NA,NA
113,"MO","D","Emanuel Cleaver",1944,NA,"Emanuel Cleaver",2013,2014,63,NA,NA,NA,NA
113,"MO","D","Claire Mccaskill",1953,NA,"Claire Mccaskill",2013,2014,54,NA,NA,NA,NA
113,"MO","R","Roy Blunt",1950,NA,"Roy Blunt",2013,2014,57,NA,NA,NA,NA
113,"MO","R","Jo Ann Emerson",1950,NA,"Jo Emerson",2013,2014,57,NA,NA,NA,NA
113,"MO","R","Samuel Graves",1963,NA,"Samuel Graves",2013,2014,44,NA,NA,NA,NA
113,"MO","R","Vicky Hartzler",1960,NA,"Vicky Hartzler",2013,2014,47,NA,NA,NA,NA
113,"MO","R","Billy Long",1955,NA,"Billy Long",2013,2014,52,NA,NA,NA,NA
113,"MO","R","Blaine Luetkemeyer",1952,NA,"Blaine Luetkemeyer",2013,2014,55,NA,NA,NA,NA
113,"MO","R","Jason Smith",1980,NA,"Jason Smith",2013,2014,27,NA,NA,NA,NA
113,"MO","R","Ann Wagner",1962,NA,"Ann Wagner",2013,2014,45,NA,NA,NA,NA
113,"MS","D","Bennie Thompson",1948,NA,"Bennie Thompson",2013,2014,59,NA,NA,NA,NA
113,"MS","R","William Thad Cochran",1937,NA,"William Cochran",2013,2014,70,NA,NA,NA,NA
113,"MS","R","Gregg Harper",1956,NA,"Gregg Harper",2013,2014,51,NA,NA,NA,NA
113,"MS","R","Alan Nunnelee",1958,2015,"Alan Nunnelee",2013,2014,49,NA,NA,NA,NA
113,"MS","R","Steven Palazzo",1970,NA,"Steven Palazzo",2013,2014,37,NA,NA,NA,NA
113,"MS","R","Roger F. Wicker",1951,NA,"Roger Wicker",2013,2014,56,NA,NA,NA,NA
113,"MT","D","Max Sieben Baucus",1941,NA,"Max Baucus",2013,2014,66,"Max Baucus","Appointed to Obama administration","C","NA"
113,"MT","D","Jon Tester",1956,NA,"Jon Tester",2013,2014,51,NA,NA,NA,NA
113,"MT","D","John E. Walsh",1960,NA,"John Walsh",2013,2014,47,NA,NA,NA,NA
113,"MT","R","Steve Daines",1962,NA,"Steve Daines",2013,2014,45,NA,NA,NA,NA
113,"NC","D","Alma Adams",1946,NA,"Alma Adams",2013,2014,61,NA,NA,NA,NA
113,"NC","D","George Kenneth Butterfield",1947,NA,"George Butterfield",2013,2014,60,NA,NA,NA,NA
113,"NC","D","Kay Hagan",1953,NA,"Kay Hagan",2013,2014,54,NA,NA,NA,NA
113,"NC","D","Mike Mcintyre",1956,NA,"Mike Mcintyre",2013,2014,51,NA,NA,NA,NA
113,"NC","D","David Eugene Price",1940,NA,"David Price",2013,2014,67,NA,NA,NA,NA
113,"NC","D","Melvin L. Watt",1945,NA,"Melvin Watt",2013,2014,62,"Mel Watt","Appointed to Obama administration","C","NA"
113,"NC","R","Richard M. Burr",1955,NA,"Richard Burr",2013,2014,52,NA,NA,NA,NA
113,"NC","R","Howard Coble",1931,2015,"Howard Coble",2013,2014,76,NA,NA,NA,NA
113,"NC","R","Renee Ellmers",1964,NA,"Renee Ellmers",2013,2014,43,NA,NA,NA,NA
113,"NC","R","Virginia Ann Foxx",1943,NA,"Virginia Foxx",2013,2014,64,NA,NA,NA,NA
113,"NC","R","George E.B. Holding",1968,NA,"George Holding",2013,2014,39,NA,NA,NA,NA
113,"NC","R","Richard Hudson",1971,NA,"Richard Hudson",2013,2014,36,NA,NA,NA,NA
113,"NC","R","Walter Beaman Jones Jr.",1943,NA,"Walter Jones",2013,2014,64,NA,NA,NA,NA
113,"NC","R","Patrick T. Mchenry",1975,NA,"Patrick Mchenry",2013,2014,32,NA,NA,NA,NA
113,"NC","R","Mark Meadows",1959,NA,"Mark Meadows",2013,2014,48,NA,NA,NA,NA
113,"NC","R","Robert Pittenger",1948,NA,"Robert Pittenger",2013,2014,59,NA,NA,NA,NA
113,"ND","D","Mary Kathryn (Heidi) Heitkamp",1955,NA,"Heidi Heitkamp",2013,2014,52,NA,NA,NA,NA
113,"ND","R","Kevin Cramer",1961,NA,"Kevin Cramer",2013,2014,46,NA,NA,NA,NA
113,"ND","R","John Hoeven",1957,NA,"John Hoeven",2013,2014,50,NA,NA,NA,NA
113,"NE","R","Debra (Deb) Fischer",1951,NA,"Deb Fischer",2013,2014,56,NA,NA,NA,NA
113,"NE","R","Jeff Fortenberry",1960,NA,"Jeff Fortenberry",2013,2014,47,NA,NA,NA,NA
113,"NE","R","Mike Johanns",1950,NA,"Mike Johanns",2013,2014,57,NA,NA,NA,NA
113,"NE","R","Adrian Smith",1970,NA,"Adrian Smith",2013,2014,37,NA,NA,NA,NA
113,"NE","R","Lee Raymond Terry",1962,NA,"Lee Terry",2013,2014,45,NA,NA,NA,NA
113,"NH","D","Ann McLane Kuster",1956,NA,"Ann Kuster",2013,2014,51,NA,NA,NA,NA
113,"NH","D","Jeanne Shaheen",1947,NA,"Jeanne Shaheen",2013,2014,60,NA,NA,NA,NA
113,"NH","D","Carol Shea-porter",1952,NA,"Carol Shea-porter",2013,2014,55,NA,NA,NA,NA
113,"NH","R","Kelly Ayotte",1968,NA,"Kelly Ayotte",2013,2014,39,NA,NA,NA,NA
113,"NJ","D","Robert Ernest Andrews",1957,NA,"Robert Andrews",2013,2014,50,"Rob Andrews","Ethics investigation; took a job as a lobbyist","B","D"
113,"NJ","D","Cory Anthony Booker",1969,NA,"Cory Booker",2013,2014,38,NA,NA,NA,NA
113,"NJ","D","Rush Holt",1948,NA,"Rush Holt",2013,2014,59,NA,NA,NA,NA
113,"NJ","D","Frank Raleigh Lautenberg",1924,2013,"Frank Lautenberg",2013,2014,83,NA,NA,NA,NA
113,"NJ","D","Robert Menendez",1954,NA,"Robert Menendez",2013,2014,53,NA,NA,NA,NA
113,"NJ","D","Donald Norcross",1958,NA,"Donald Norcross",2013,2014,49,NA,NA,NA,NA
113,"NJ","D","Frank Pallone Jr.",1951,NA,"Frank Pallone",2013,2014,56,NA,NA,NA,NA
113,"NJ","D","William J. Pascrell Jr.",1937,NA,"William Pascrell",2013,2014,70,NA,NA,NA,NA
113,"NJ","D","Donald Payne Jr.",1958,NA,"Donald Payne",2013,2014,49,NA,NA,NA,NA
113,"NJ","D","Albio Sires",1951,NA,"Albio Sires",2013,2014,56,NA,NA,NA,NA
113,"NJ","R","Jeffrey Scott Chiesa",1965,NA,"Jeffrey Chiesa",2013,2014,42,NA,NA,NA,NA
113,"NJ","R","Rodney P. Frelinghuysen",1946,NA,"Rodney Frelinghuysen",2013,2014,61,NA,NA,NA,NA
113,"NJ","R","Scott Garrett",1959,NA,"Scott Garrett",2013,2014,48,NA,NA,NA,NA
113,"NJ","R","Leonard Lance",1952,NA,"Leonard Lance",2013,2014,55,NA,NA,NA,NA
113,"NJ","R","Frank A. Lobiondo",1946,NA,"Frank Lobiondo",2013,2014,61,NA,NA,NA,NA
113,"NJ","R","Jon Runyan",1973,NA,"Jon Runyan",2013,2014,34,NA,NA,NA,NA
113,"NJ","R","Christopher Henry Smith",1953,NA,"Christopher Smith",2013,2014,54,NA,NA,NA,NA
113,"NM","D","Martin Heinrich",1971,NA,"Martin Heinrich",2013,2014,36,NA,NA,NA,NA
113,"NM","D","Ben Ray Luján",1972,NA,"Ben Luján",2013,2014,35,NA,NA,NA,NA
113,"NM","D","Michelle Lujan Grisham",1959,NA,"Michelle Lujan Grisham",2013,2014,48,NA,NA,NA,NA
113,"NM","D","Thomas (Tom) Udall",1948,NA,"Tom Udall",2013,2014,59,NA,NA,NA,NA
113,"NM","R","Stevan Pearce",1947,NA,"Stevan Pearce",2013,2014,60,NA,NA,NA,NA
113,"NV","D","Steven Horsford",1973,NA,"Steven Horsford",2013,2014,34,NA,NA,NA,NA
113,"NV","D","Harry Reid",1939,NA,"Harry Reid",2013,2014,68,NA,NA,NA,NA
113,"NV","D","Alice (Dina) Titus",1950,NA,"Dina Titus",2013,2014,57,NA,NA,NA,NA
113,"NV","R","Mark E. Amodei",1958,NA,"Mark Amodei",2013,2014,49,NA,NA,NA,NA
113,"NV","R","Joe Heck",1961,NA,"Joe Heck",2013,2014,46,NA,NA,NA,NA
113,"NV","R","Dean Heller",1960,NA,"Dean Heller",2013,2014,47,NA,NA,NA,NA
113,"NY","D","Timothy H. Bishop",1950,NA,"Timothy Bishop",2013,2014,57,NA,NA,NA,NA
113,"NY","D","Yvette Diane Clarke",1964,NA,"Yvette Clarke",2013,2014,43,NA,NA,NA,NA
113,"NY","D","Joseph Crowley",1962,NA,"Joseph Crowley",2013,2014,45,NA,NA,NA,NA
113,"NY","D","Eliot Lance Engel",1947,NA,"Eliot Engel",2013,2014,60,NA,NA,NA,NA
113,"NY","D","Kirsten Gillibrand",1966,NA,"Kirsten Gillibrand",2013,2014,41,NA,NA,NA,NA
113,"NY","D","Brian Higgins",1959,NA,"Brian Higgins",2013,2014,48,NA,NA,NA,NA
113,"NY","D","Steve Israel",1958,NA,"Steve Israel",2013,2014,49,NA,NA,NA,NA
113,"NY","D","Hakeem Jeffries",1970,NA,"Hakeem Jeffries",2013,2014,37,NA,NA,NA,NA
113,"NY","D","Nita M. Lowey",1937,NA,"Nita Lowey",2013,2014,70,NA,NA,NA,NA
113,"NY","D","Daniel B. Maffei",1968,NA,"Daniel Maffei",2013,2014,39,NA,NA,NA,NA
113,"NY","D","Sean Patrick Maloney",1966,NA,"Sean Maloney",2013,2014,41,NA,NA,NA,NA
113,"NY","D","Carolyn Bosher Maloney",1946,NA,"Carolyn Maloney",2013,2014,61,NA,NA,NA,NA
113,"NY","D","Carolyn Mccarthy",1944,NA,"Carolyn Mccarthy",2013,2014,63,NA,NA,NA,NA
